points,opponent.points,opponent.team_id,home,last_ten_w_prc,w_prc,games_played,opponent.points0,opponent.points1,opponent.points2,opponent.points3,opponent.points4,opponent.min0,opponent.min1,opponent.min2,opponent.min3,opponent.min4,opponent.fgm0,opponent.fgm1,opponent.fgm2,opponent.fgm3,opponent.fgm4,opponent.fga0,opponent.fga1,opponent.fga2,opponent.fga3,opponent.fga4,opponent.fgp0,opponent.fgp1,opponent.fgp2,opponent.fgp3,opponent.fgp4,opponent.ftm0,opponent.ftm1,opponent.ftm2,opponent.ftm3,opponent.ftm4,opponent.fta0,opponent.fta1,opponent.fta2,opponent.fta3,opponent.fta4,opponent.ftp0,opponent.ftp1,opponent.ftp2,opponent.ftp3,opponent.ftp4,opponent.tpm0,opponent.tpm1,opponent.tpm2,opponent.tpm3,opponent.tpm4,opponent.tpa0,opponent.tpa1,opponent.tpa2,opponent.tpa3,opponent.tpa4,opponent.tpp0,opponent.tpp1,opponent.tpp2,opponent.tpp3,opponent.tpp4,opponent.offReb0,opponent.offReb1,opponent.offReb2,opponent.offReb3,opponent.offReb4,opponent.defReb0,opponent.defReb1,opponent.defReb2,opponent.defReb3,opponent.defReb4,opponent.totReb0,opponent.totReb1,opponent.totReb2,opponent.totReb3,opponent.totReb4,opponent.assists0,opponent.assists1,opponent.assists2,opponent.assists3,opponent.assists4,opponent.pFouls0,opponent.pFouls1,opponent.pFouls2,opponent.pFouls3,opponent.pFouls4,opponent.steals0,opponent.steals1,opponent.steals2,opponent.steals3,opponent.steals4,opponent.turnovers0,opponent.turnovers1,opponent.turnovers2,opponent.turnovers3,opponent.turnovers4,opponent.blocks0,opponent.blocks1,opponent.blocks2,opponent.blocks3,opponent.blocks4,opponent.plusMinus0,opponent.plusMinus1,opponent.plusMinus2,opponent.plusMinus3,opponent.plusMinus4,points0,points1,points2,points3,points4,min0,min1,min2,min3,min4,fgm0,fgm1,fgm2,fgm3,fgm4,fga0,fga1,fga2,fga3,fga4,fgp0,fgp1,fgp2,fgp3,fgp4,ftm0,ftm1,ftm2,ftm3,ftm4,fta0,fta1,fta2,fta3,fta4,ftp0,ftp1,ftp2,ftp3,ftp4,tpm0,tpm1,tpm2,tpm3,tpm4,tpa0,tpa1,tpa2,tpa3,tpa4,tpp0,tpp1,tpp2,tpp3,tpp4,offReb0,offReb1,offReb2,offReb3,offReb4,defReb0,defReb1,defReb2,defReb3,defReb4,totReb0,totReb1,totReb2,totReb3,totReb4,assists0,assists1,assists2,assists3,assists4,pFouls0,pFouls1,pFouls2,pFouls3,pFouls4,steals0,steals1,steals2,steals3,steals4,turnovers0,turnovers1,turnovers2,turnovers3,turnovers4,blocks0,blocks1,blocks2,blocks3,blocks4,plusMinus0,plusMinus1,plusMinus2,plusMinus3,plusMinus4
136.0,130.0,38,1,0.5,0.5384615384615384,26,20.0,10.0,4.0,9.0,20.0,37.0,17.0,19.0,21.0,33.0,8.0,4.0,2.0,3.0,6.0,15.0,5.0,8.0,8.0,12.0,53.3,80.0,25.0,37.5,50.0,3.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,2.0,7.0,42.9,0.0,0.0,100.0,85.7,1.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,50.0,100.0,0.0,25.0,50.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,10.0,5.0,2.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,-1.0,-5.0,19.0,16.0,2.0,3.0,21.0,27.0,31.0,21.0,10.0,38.0,7.0,6.0,1.0,1.0,7.0,11.0,8.0,2.0,2.0,12.0,63.6,75.0,50.0,50.0,58.3,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,50.0,0.0,0.0,66.7,5.0,3.0,0.0,1.0,3.0,7.0,3.0,0.0,1.0,5.0,71.4,100.0,0.0,100.0,60.0,0.0,3.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,8.0,1.0,3.0,9.0,0.0,4.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,5.0,5.0,1.0
113.0,117.0,40,0,0.5,0.5185185185185185,27,5.0,5.0,10.0,0.0,9.0,20.0,30.0,18.0,5.0,23.0,2.0,2.0,4.0,0.0,4.0,7.0,12.0,4.0,1.0,7.0,28.6,16.7,100.0,0.0,57.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33.3,1.0,1.0,2.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,33.3,20.0,100.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,8.0,1.0,2.0,7.0,0.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,25.0,16.0,13.0,5.0,3.0,32.0,21.0,23.0,7.0,9.0,39.0,27.0,39.0,29.0,24.0,14.0,6.0,6.0,3.0,3.0,23.0,13.0,19.0,4.0,16.0,60.9,46.2,31.6,75.0,18.8,2.0,5.0,11.0,1.0,3.0,2.0,7.0,16.0,1.0,4.0,100.0,71.4,68.8,100.0,75.0,2.0,4.0,0.0,0.0,0.0,6.0,9.0,6.0,0.0,7.0,33.3,44.4,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,9.0,4.0,5.0,3.0,5.0,12.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,13.0,12.0,9.0,5.0,-4.0
139.0,122.0,28,0,0.5,0.5357142857142857,28,21.0,6.0,2.0,0.0,5.0,30.0,5.0,2.0,8.0,26.0,9.0,2.0,1.0,0.0,2.0,13.0,2.0,1.0,0.0,5.0,69.2,100.0,100.0,0.0,40.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,50.0,100.0,0.0,0.0,33.3,4.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,-5.0,6.0,7.0,10.0,9.0,50.0,29.0,31.0,24.0,15.0,35.0,3.0,2.0,3.0,3.0,17.0,8.0,2.0,8.0,7.0,23.0,37.5,100.0,37.5,42.9,73.9,0.0,3.0,3.0,0.0,7.0,0.0,4.0,4.0,0.0,9.0,0.0,75.0,75.0,0.0,77.8,0.0,0.0,1.0,3.0,9.0,3.0,0.0,3.0,6.0,9.0,0.0,0.0,33.3,50.0,100.0,2.0,1.0,0.0,2.0,1.0,0.0,7.0,5.0,0.0,5.0,2.0,8.0,5.0,2.0,6.0,2.0,2.0,3.0,1.0,9.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,34.0,29.0,28.0,12.0,7.0
122.0,144.0,16,0,0.5,0.5172413793103449,29,13.0,25.0,10.0,13.0,36.0,28.0,31.0,28.0,27.0,30.0,5.0,11.0,2.0,4.0,12.0,9.0,18.0,6.0,8.0,16.0,55.6,61.1,33.3,50.0,75.0,3.0,0.0,5.0,3.0,7.0,4.0,0.0,7.0,3.0,7.0,75.0,0.0,71.4,100.0,100.0,0.0,3.0,1.0,2.0,5.0,0.0,6.0,4.0,4.0,6.0,0.0,50.0,25.0,50.0,83.3,4.0,0.0,0.0,0.0,1.0,7.0,4.0,4.0,1.0,6.0,11.0,4.0,4.0,1.0,7.0,2.0,7.0,12.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,29.0,26.0,22.0,19.0,15.0,0.0,9.0,2.0,0.0,0.0,3.0,19.0,6.0,6.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,1.0,0.0,37.5,33.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,2.0,1.0
114.0,109.0,17,0,0.5,0.5333333333333333,30,20.0,2.0,0.0,9.0,9.0,33.0,8.0,14.0,39.0,28.0,6.0,1.0,0.0,3.0,3.0,15.0,1.0,0.0,13.0,10.0,40.0,100.0,0.0,23.1,30.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,13.0,6.0,42.9,0.0,0.0,23.1,50.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,7.0,0.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,3.0,-1.0,-4.0,27.0,9.0,20.0,3.0,29.0,43.0,39.0,29.0,11.0,37.0,12.0,3.0,8.0,1.0,10.0,22.0,4.0,15.0,5.0,21.0,54.5,75.0,53.3,20.0,47.6,2.0,3.0,1.0,0.0,6.0,2.0,6.0,1.0,0.0,6.0,100.0,50.0,100.0,0.0,100.0,1.0,0.0,3.0,1.0,3.0,4.0,0.0,7.0,4.0,6.0,25.0,0.0,42.9,25.0,50.0,1.0,7.0,0.0,0.0,1.0,13.0,10.0,3.0,0.0,3.0,14.0,17.0,3.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,17.0,15.0,7.0,4.0,1.0
121.0,102.0,4,0,0.5,0.5483870967741935,31,4.0,0.0,9.0,2.0,20.0,11.0,4.0,19.0,6.0,28.0,2.0,0.0,3.0,1.0,8.0,3.0,1.0,7.0,2.0,14.0,66.7,0.0,42.9,50.0,57.1,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,9.0,0.0,0.0,3.0,0.0,6.0,1.0,4.0,3.0,0.0,15.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,6.0,6.0,-1.0,-5.0,26.0,2.0,16.0,23.0,14.0,34.0,30.0,32.0,23.0,27.0,9.0,1.0,6.0,9.0,5.0,20.0,3.0,15.0,15.0,11.0,45.0,33.3,40.0,60.0,45.5,8.0,0.0,3.0,0.0,4.0,9.0,0.0,4.0,0.0,4.0,88.9,0.0,75.0,0.0,100.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,3.0,10.0,1.0,0.0,0.0,33.3,50.0,0.0,2.0,5.0,1.0,2.0,0.0,5.0,5.0,6.0,6.0,5.0,7.0,10.0,7.0,8.0,5.0,4.0,3.0,8.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,27.0,21.0,18.0,13.0,13.0
111.0,130.0,21,1,0.4,0.53125,32,19.0,20.0,23.0,8.0,5.0,31.0,33.0,27.0,14.0,35.0,7.0,9.0,9.0,2.0,1.0,13.0,16.0,14.0,2.0,7.0,53.8,56.3,64.3,100.0,14.3,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,100.0,75.0,75.0,5.0,2.0,3.0,1.0,0.0,9.0,4.0,4.0,1.0,2.0,55.6,50.0,75.0,100.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0,4.0,9.0,1.0,2.0,6.0,5.0,11.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,17.0,17.0,16.0,15.0,0.0,11.0,26.0,0.0,0.0,0.0,24.0,34.0,1.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,7.0,17.0,1.0,0.0,0.0,57.1,47.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,8.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-3.0,-3.0
129.0,122.0,21,1,0.5,0.5454545454545454,33,24.0,0.0,3.0,12.0,2.0,33.0,6.0,10.0,31.0,14.0,10.0,0.0,1.0,5.0,0.0,20.0,0.0,2.0,11.0,2.0,50.0,0.0,50.0,45.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,100.0,100.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,2.0,4.0,1.0,44.4,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,9.0,2.0,6.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,-1.0,-3.0,-4.0,20.0,10.0,24.0,38.0,0.0,22.0,31.0,41.0,37.0,15.0,7.0,5.0,8.0,15.0,0.0,10.0,7.0,17.0,28.0,1.0,70.0,71.4,47.1,53.6,0.0,4.0,0.0,6.0,7.0,0.0,4.0,0.0,6.0,9.0,0.0,100.0,0.0,100.0,77.8,0.0,2.0,0.0,2.0,1.0,0.0,4.0,2.0,5.0,3.0,1.0,50.0,0.0,40.0,33.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,8.0,3.0,3.0,0.0,9.0,9.0,4.0,3.0,1.0,4.0,2.0,6.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,7.0,6.0,6.0,4.0
120.0,129.0,25,0,0.5,0.5294117647058824,34,5.0,36.0,7.0,5.0,4.0,27.0,36.0,29.0,12.0,22.0,2.0,13.0,3.0,2.0,2.0,9.0,23.0,4.0,4.0,6.0,22.2,56.5,75.0,50.0,33.3,0.0,8.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,88.9,50.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,5.0,0.0,3.0,2.0,25.0,40.0,0.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0,2.0,7.0,6.0,0.0,1.0,2.0,8.0,2.0,2.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,13.0,12.0,11.0,7.0,6.0,4.0,22.0,6.0,0.0,17.0,37.0,25.0,11.0,0.0,21.0,2.0,7.0,2.0,0.0,6.0,6.0,10.0,2.0,0.0,10.0,33.3,70.0,100.0,0.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,5.0,2.0,0.0,9.0,0.0,80.0,100.0,0.0,55.6,3.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,9.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,-1.0
108.0,117.0,26,0,0.4,0.5142857142857142,35,13.0,32.0,21.0,9.0,2.0,30.0,39.0,31.0,23.0,12.0,4.0,11.0,8.0,3.0,1.0,8.0,19.0,15.0,8.0,5.0,50.0,57.9,53.3,37.5,20.0,5.0,7.0,3.0,3.0,0.0,8.0,7.0,6.0,4.0,0.0,62.5,100.0,50.0,75.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,7.0,3.0,4.0,0.0,60.0,28.6,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,0.0,7.0,9.0,2.0,2.0,0.0,0.0,2.0,6.0,5.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,16.0,15.0,9.0,6.0,5.0,2.0,5.0,12.0,3.0,38.0,15.0,31.0,28.0,14.0,36.0,1.0,2.0,4.0,1.0,16.0,1.0,4.0,10.0,3.0,25.0,100.0,50.0,40.0,33.3,64.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,100.0,0.0,75.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,7.0,3.0,4.0,0.0,50.0,42.9,33.3,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.0,2.0,9.0,4.0,4.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,6.0,4.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0
126.0,140.0,15,0,0.4,0.5,36,14.0,22.0,28.0,20.0,25.0,33.0,36.0,31.0,26.0,31.0,5.0,8.0,10.0,7.0,8.0,10.0,17.0,17.0,10.0,13.0,50.0,47.1,58.8,70.0,61.5,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,100.0,100.0,66.7,100.0,100.0,2.0,2.0,6.0,3.0,7.0,4.0,10.0,8.0,5.0,11.0,50.0,20.0,75.0,60.0,63.6,3.0,1.0,1.0,0.0,0.0,2.0,4.0,7.0,0.0,1.0,5.0,5.0,8.0,0.0,1.0,5.0,23.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,20.0,19.0,17.0,11.0,10.0,5.0,0.0,0.0,0.0,3.0,18.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,3.0
112.0,106.0,22,1,0.4,0.5135135135135135,37,9.0,29.0,3.0,35.0,2.0,12.0,32.0,17.0,38.0,17.0,4.0,10.0,1.0,11.0,1.0,5.0,18.0,3.0,21.0,1.0,80.0,55.6,33.3,52.4,100.0,0.0,6.0,0.0,9.0,0.0,0.0,6.0,0.0,10.0,2.0,0.0,100.0,0.0,90.0,0.0,1.0,3.0,1.0,4.0,0.0,2.0,5.0,2.0,9.0,0.0,50.0,60.0,50.0,44.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,2.0,1.0,6.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,13.0,5.0,3.0,2.0,-3.0,17.0,16.0,15.0,7.0,39.0,35.0,41.0,26.0,39.0,36.0,7.0,5.0,5.0,2.0,14.0,12.0,23.0,11.0,3.0,24.0,58.3,21.7,45.5,66.7,58.3,0.0,5.0,3.0,3.0,9.0,0.0,5.0,4.0,4.0,13.0,0.0,100.0,75.0,75.0,69.2,3.0,1.0,2.0,0.0,2.0,6.0,9.0,6.0,0.0,6.0,50.0,11.1,33.3,0.0,33.3,3.0,0.0,1.0,4.0,3.0,3.0,4.0,3.0,5.0,6.0,6.0,4.0,4.0,9.0,9.0,1.0,14.0,2.0,3.0,0.0,6.0,4.0,0.0,3.0,5.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,19.0,16.0,15.0,10.0,2.0
116.0,100.0,6,1,0.5,0.5263157894736842,38,2.0,2.0,4.0,0.0,0.0,16.0,8.0,16.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,16.7,50.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,11.0,10.0,31.0,11.0,35.0,34.0,37.0,38.0,25.0,39.0,5.0,4.0,13.0,4.0,13.0,9.0,6.0,22.0,10.0,23.0,55.6,66.7,59.1,40.0,56.5,0.0,2.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,7.0,0.0,66.7,100.0,0.0,85.7,1.0,0.0,4.0,3.0,3.0,4.0,0.0,9.0,8.0,7.0,25.0,0.0,44.4,37.5,42.9,2.0,7.0,0.0,1.0,0.0,6.0,13.0,3.0,4.0,6.0,8.0,20.0,3.0,5.0,6.0,2.0,1.0,13.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,35.0,32.0,31.0,18.0,13.0
128.0,92.0,27,0,0.5,0.5384615384615384,39,5.0,2.0,0.0,6.0,0.0,24.0,5.0,21.0,12.0,7.0,2.0,1.0,0.0,3.0,0.0,6.0,1.0,2.0,5.0,0.0,33.3,100.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-2.0,-6.0,-7.0,-12.0,10.0,19.0,17.0,11.0,15.0,30.0,24.0,35.0,37.0,15.0,4.0,6.0,8.0,3.0,4.0,7.0,13.0,9.0,11.0,8.0,57.1,46.2,88.9,27.3,50.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,100.0,100.0,50.0,100.0,100.0,0.0,4.0,0.0,1.0,4.0,2.0,9.0,0.0,3.0,6.0,0.0,44.4,0.0,33.3,66.7,3.0,2.0,1.0,1.0,0.0,12.0,6.0,5.0,1.0,1.0,15.0,8.0,6.0,2.0,1.0,6.0,2.0,5.0,0.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,46.0,37.0,26.0,20.0,20.0
121.0,105.0,41,0,0.5,0.55,40,3.0,0.0,8.0,2.0,11.0,3.0,3.0,3.0,3.0,28.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,13.0,100.0,0.0,100.0,50.0,30.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,6.0,100.0,0.0,100.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,-1.0,8.0,39.0,9.0,33.0,9.0,39.0,38.0,32.0,35.0,31.0,4.0,13.0,3.0,10.0,4.0,8.0,23.0,8.0,18.0,7.0,50.0,56.5,37.5,55.6,57.1,0.0,10.0,2.0,9.0,0.0,0.0,13.0,2.0,9.0,0.0,0.0,76.9,100.0,100.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,8.0,4.0,8.0,3.0,0.0,37.5,25.0,50.0,33.3,2.0,3.0,2.0,0.0,2.0,17.0,4.0,2.0,3.0,3.0,19.0,7.0,4.0,3.0,5.0,2.0,5.0,1.0,8.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,24.0,24.0,20.0,11.0
