points,opponent.points,opponent.team_id,home,last_ten_w_prc,w_prc,games_played,opponent.points0,opponent.points1,opponent.points2,opponent.points3,opponent.points4,opponent.min0,opponent.min1,opponent.min2,opponent.min3,opponent.min4,opponent.fgm0,opponent.fgm1,opponent.fgm2,opponent.fgm3,opponent.fgm4,opponent.fga0,opponent.fga1,opponent.fga2,opponent.fga3,opponent.fga4,opponent.fgp0,opponent.fgp1,opponent.fgp2,opponent.fgp3,opponent.fgp4,opponent.ftm0,opponent.ftm1,opponent.ftm2,opponent.ftm3,opponent.ftm4,opponent.fta0,opponent.fta1,opponent.fta2,opponent.fta3,opponent.fta4,opponent.ftp0,opponent.ftp1,opponent.ftp2,opponent.ftp3,opponent.ftp4,opponent.tpm0,opponent.tpm1,opponent.tpm2,opponent.tpm3,opponent.tpm4,opponent.tpa0,opponent.tpa1,opponent.tpa2,opponent.tpa3,opponent.tpa4,opponent.tpp0,opponent.tpp1,opponent.tpp2,opponent.tpp3,opponent.tpp4,opponent.offReb0,opponent.offReb1,opponent.offReb2,opponent.offReb3,opponent.offReb4,opponent.defReb0,opponent.defReb1,opponent.defReb2,opponent.defReb3,opponent.defReb4,opponent.totReb0,opponent.totReb1,opponent.totReb2,opponent.totReb3,opponent.totReb4,opponent.assists0,opponent.assists1,opponent.assists2,opponent.assists3,opponent.assists4,opponent.pFouls0,opponent.pFouls1,opponent.pFouls2,opponent.pFouls3,opponent.pFouls4,opponent.steals0,opponent.steals1,opponent.steals2,opponent.steals3,opponent.steals4,opponent.turnovers0,opponent.turnovers1,opponent.turnovers2,opponent.turnovers3,opponent.turnovers4,opponent.blocks0,opponent.blocks1,opponent.blocks2,opponent.blocks3,opponent.blocks4,opponent.plusMinus0,opponent.plusMinus1,opponent.plusMinus2,opponent.plusMinus3,opponent.plusMinus4,points0,points1,points2,points3,points4,min0,min1,min2,min3,min4,fgm0,fgm1,fgm2,fgm3,fgm4,fga0,fga1,fga2,fga3,fga4,fgp0,fgp1,fgp2,fgp3,fgp4,ftm0,ftm1,ftm2,ftm3,ftm4,fta0,fta1,fta2,fta3,fta4,ftp0,ftp1,ftp2,ftp3,ftp4,tpm0,tpm1,tpm2,tpm3,tpm4,tpa0,tpa1,tpa2,tpa3,tpa4,tpp0,tpp1,tpp2,tpp3,tpp4,offReb0,offReb1,offReb2,offReb3,offReb4,defReb0,defReb1,defReb2,defReb3,defReb4,totReb0,totReb1,totReb2,totReb3,totReb4,assists0,assists1,assists2,assists3,assists4,pFouls0,pFouls1,pFouls2,pFouls3,pFouls4,steals0,steals1,steals2,steals3,steals4,turnovers0,turnovers1,turnovers2,turnovers3,turnovers4,blocks0,blocks1,blocks2,blocks3,blocks4,plusMinus0,plusMinus1,plusMinus2,plusMinus3,plusMinus4
111.0,97.0,16,1,0.3,0.36363636363636365,11,2.0,0.0,0.0,4.0,5.0,11.0,4.0,4.0,6.0,22.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,9.0,100.0,0.0,0.0,100.0,22.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,-2.0,-5.0,7.0,26.0,10.0,12.0,6.0,20.0,31.0,32.0,16.0,13.0,3.0,9.0,4.0,4.0,3.0,5.0,16.0,9.0,6.0,5.0,60.0,56.3,44.4,66.7,60.0,0.0,6.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,100.0,100.0,50.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,4.0,4.0,5.0,0.0,33.3,50.0,25.0,60.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,1.0,6.0,3.0,6.0,3.0,5.0,4.0,7.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,13.0,13.0,13.0,10.0
126.0,105.0,31,1,0.4,0.4166666666666667,12,0.0,0.0,2.0,4.0,12.0,3.0,3.0,3.0,3.0,25.0,0.0,0.0,1.0,2.0,6.0,1.0,2.0,1.0,3.0,11.0,0.0,0.0,100.0,66.7,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,23.0,8.0,25.0,24.0,8.0,31.0,31.0,33.0,32.0,19.0,8.0,3.0,8.0,8.0,3.0,19.0,4.0,19.0,17.0,5.0,42.1,75.0,42.1,47.1,60.0,5.0,2.0,4.0,3.0,0.0,8.0,6.0,4.0,3.0,0.0,62.5,33.3,100.0,100.0,0.0,2.0,0.0,5.0,5.0,2.0,6.0,0.0,8.0,9.0,4.0,33.3,0.0,62.5,55.6,50.0,4.0,5.0,0.0,0.0,0.0,12.0,7.0,2.0,2.0,1.0,16.0,12.0,2.0,2.0,1.0,5.0,1.0,6.0,6.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,27.0,26.0,26.0
129.0,107.0,5,1,0.5,0.46153846153846156,13,5.0,2.0,3.0,11.0,6.0,6.0,3.0,8.0,10.0,23.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,6.0,6.0,6.0,100.0,33.3,16.7,83.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,5.0,100.0,0.0,25.0,50.0,40.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,7.0,6.0,4.0,1.0,24.0,6.0,17.0,6.0,9.0,31.0,18.0,26.0,27.0,23.0,9.0,2.0,5.0,3.0,3.0,16.0,3.0,9.0,6.0,8.0,56.3,66.7,55.6,50.0,37.5,2.0,2.0,3.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,66.7,50.0,100.0,0.0,66.7,4.0,0.0,4.0,0.0,1.0,6.0,0.0,6.0,2.0,6.0,66.7,0.0,66.7,0.0,16.7,0.0,2.0,0.0,1.0,1.0,4.0,4.0,5.0,3.0,0.0,4.0,6.0,5.0,4.0,1.0,2.0,1.0,9.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,26.0,24.0,22.0,16.0,16.0
98.0,114.0,2,0,0.5,0.42857142857142855,14,21.0,22.0,3.0,35.0,12.0,33.0,36.0,31.0,39.0,21.0,7.0,7.0,1.0,13.0,4.0,11.0,18.0,7.0,23.0,6.0,63.6,38.9,14.3,56.5,66.7,4.0,6.0,0.0,4.0,0.0,4.0,6.0,0.0,5.0,0.0,100.0,100.0,0.0,80.0,0.0,3.0,2.0,1.0,5.0,4.0,6.0,9.0,3.0,12.0,6.0,50.0,22.2,33.3,41.7,66.7,1.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,5.0,4.0,6.0,5.0,2.0,6.0,4.0,3.0,6.0,4.0,7.0,2.0,5.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0,17.0,14.0,12.0,6.0,0.0,0.0,3.0,5.0,25.0,1.0,1.0,15.0,16.0,38.0,0.0,0.0,1.0,2.0,7.0,1.0,0.0,2.0,6.0,19.0,0.0,0.0,50.0,33.3,36.8,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,8.0,0.0,0.0,100.0,25.0,25.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-3.0,-10.0
116.0,114.0,1,0,0.5,0.4666666666666667,15,16.0,8.0,28.0,3.0,15.0,28.0,22.0,29.0,10.0,34.0,7.0,2.0,8.0,1.0,4.0,10.0,4.0,15.0,1.0,12.0,70.0,50.0,53.3,100.0,33.3,0.0,4.0,8.0,0.0,7.0,0.0,4.0,8.0,0.0,9.0,0.0,100.0,100.0,0.0,77.8,2.0,0.0,4.0,1.0,0.0,5.0,0.0,11.0,1.0,4.0,40.0,0.0,36.4,100.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,17.0,3.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,20.0,18.0,11.0,2.0,1.0,29.0,6.0,24.0,9.0,11.0,39.0,31.0,41.0,33.0,29.0,12.0,3.0,8.0,4.0,4.0,24.0,3.0,19.0,10.0,10.0,50.0,100.0,42.1,40.0,40.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,3.0,0.0,6.0,1.0,3.0,5.0,0.0,10.0,4.0,8.0,60.0,0.0,60.0,25.0,37.5,2.0,6.0,0.0,2.0,0.0,8.0,9.0,0.0,6.0,1.0,10.0,15.0,0.0,8.0,1.0,8.0,0.0,8.0,5.0,1.0,4.0,0.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,12.0,8.0,8.0,7.0,2.0
120.0,99.0,41,0,0.6,0.5,16,8.0,2.0,5.0,0.0,0.0,26.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,60.0,0.0,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,33.3,0.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,9.0,32.0,6.0,22.0,27.0,32.0,34.0,27.0,35.0,33.0,4.0,10.0,3.0,9.0,10.0,7.0,23.0,4.0,18.0,18.0,57.1,43.5,75.0,50.0,55.6,0.0,6.0,0.0,3.0,4.0,0.0,6.0,1.0,6.0,5.0,0.0,100.0,0.0,50.0,80.0,1.0,6.0,0.0,1.0,3.0,2.0,10.0,0.0,5.0,7.0,50.0,60.0,0.0,20.0,42.9,1.0,3.0,3.0,1.0,0.0,4.0,4.0,5.0,6.0,6.0,5.0,7.0,8.0,7.0,6.0,2.0,7.0,1.0,8.0,4.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,27.0,18.0,16.0,15.0,11.0
122.0,108.0,5,0,0.6,0.5294117647058824,17,0.0,19.0,7.0,7.0,29.0,16.0,32.0,17.0,30.0,34.0,0.0,8.0,3.0,3.0,10.0,2.0,12.0,6.0,5.0,15.0,0.0,66.7,50.0,60.0,66.7,0.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,66.7,0.0,50.0,100.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,7.0,0.0,100.0,50.0,0.0,71.4,1.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,6.0,3.0,2.0,4.0,3.0,8.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,-1.0,-7.0,15.0,32.0,25.0,21.0,4.0,26.0,39.0,28.0,38.0,33.0,5.0,12.0,9.0,8.0,2.0,15.0,21.0,12.0,17.0,5.0,33.3,57.1,75.0,47.1,40.0,4.0,4.0,0.0,3.0,0.0,5.0,4.0,0.0,7.0,0.0,80.0,100.0,0.0,42.9,0.0,1.0,4.0,7.0,2.0,0.0,5.0,8.0,10.0,5.0,0.0,20.0,50.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,4.0,3.0,6.0,3.0,3.0,4.0,3.0,6.0,14.0,3.0,7.0,3.0,8.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,16.0,15.0,11.0,9.0,9.0
100.0,117.0,22,0,0.6,0.5,18,11.0,16.0,11.0,20.0,23.0,28.0,26.0,33.0,36.0,39.0,3.0,7.0,4.0,6.0,9.0,9.0,7.0,8.0,10.0,21.0,33.3,100.0,50.0,60.0,42.9,2.0,2.0,0.0,6.0,4.0,2.0,7.0,0.0,7.0,4.0,100.0,28.6,0.0,85.7,100.0,3.0,0.0,3.0,2.0,1.0,8.0,0.0,6.0,3.0,6.0,37.5,0.0,50.0,66.7,16.7,0.0,3.0,1.0,0.0,2.0,1.0,4.0,2.0,5.0,8.0,1.0,7.0,3.0,5.0,10.0,5.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,20.0,16.0,15.0,14.0,9.0,7.0,2.0,0.0,0.0,0.0,26.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,25.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,16.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
100.0,98.0,20,1,0.7,0.5263157894736842,19,5.0,23.0,10.0,21.0,7.0,24.0,37.0,33.0,35.0,18.0,1.0,7.0,4.0,8.0,2.0,6.0,14.0,9.0,16.0,7.0,16.7,50.0,44.4,50.0,28.6,2.0,6.0,0.0,5.0,2.0,2.0,6.0,0.0,6.0,2.0,100.0,100.0,0.0,83.3,100.0,1.0,3.0,2.0,0.0,1.0,5.0,5.0,5.0,1.0,6.0,20.0,60.0,40.0,0.0,16.7,0.0,0.0,3.0,2.0,1.0,3.0,2.0,5.0,10.0,5.0,3.0,2.0,8.0,12.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,-1.0,20.0,2.0,18.0,5.0,10.0,26.0,28.0,34.0,16.0,26.0,8.0,1.0,7.0,1.0,4.0,17.0,3.0,14.0,4.0,7.0,47.1,33.3,50.0,25.0,57.1,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,100.0,66.7,100.0,4.0,0.0,1.0,1.0,1.0,8.0,0.0,5.0,2.0,3.0,50.0,0.0,20.0,50.0,33.3,0.0,1.0,0.0,1.0,1.0,4.0,4.0,7.0,3.0,7.0,4.0,5.0,7.0,4.0,8.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,18.0,9.0,7.0,5.0
113.0,116.0,28,1,0.6,0.5,20,28.0,14.0,7.0,8.0,3.0,38.0,29.0,15.0,13.0,15.0,10.0,6.0,2.0,3.0,1.0,25.0,10.0,4.0,3.0,2.0,40.0,60.0,50.0,100.0,50.0,7.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0,2.0,87.5,0.0,50.0,0.0,50.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0,25.0,66.7,50.0,100.0,0.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,0.0,2.0,2.0,5.0,7.0,0.0,4.0,6.0,11.0,5.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,15.0,7.0,5.0,3.0,2.0,35.0,18.0,4.0,3.0,6.0,38.0,29.0,24.0,34.0,14.0,15.0,4.0,1.0,1.0,2.0,25.0,10.0,3.0,2.0,6.0,60.0,40.0,33.3,50.0,33.3,0.0,7.0,2.0,1.0,0.0,2.0,8.0,2.0,4.0,0.0,0.0,87.5,100.0,25.0,0.0,5.0,3.0,0.0,0.0,2.0,10.0,5.0,2.0,0.0,3.0,50.0,60.0,0.0,0.0,66.7,0.0,0.0,0.0,5.0,0.0,6.0,2.0,3.0,6.0,1.0,6.0,2.0,3.0,11.0,1.0,8.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,-1.0,-1.0
115.0,91.0,5,1,0.6,0.5238095238095238,21,0.0,0.0,5.0,8.0,4.0,5.0,5.0,5.0,5.0,28.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,3.0,4.0,7.0,0.0,0.0,66.7,75.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-3.0,25.0,17.0,23.0,12.0,6.0,34.0,30.0,26.0,34.0,33.0,8.0,7.0,9.0,5.0,3.0,15.0,10.0,20.0,9.0,6.0,53.3,70.0,45.0,55.6,50.0,7.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,87.5,100.0,100.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,7.0,3.0,10.0,5.0,0.0,28.6,66.7,40.0,40.0,0.0,4.0,1.0,0.0,1.0,5.0,16.0,5.0,3.0,2.0,5.0,20.0,6.0,3.0,3.0,10.0,5.0,2.0,1.0,7.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,6.0,27.0,25.0,21.0,20.0,18.0
118.0,112.0,10,1,0.6,0.5454545454545454,22,6.0,5.0,1.0,10.0,31.0,27.0,13.0,11.0,34.0,37.0,2.0,1.0,0.0,5.0,12.0,8.0,2.0,3.0,7.0,20.0,25.0,50.0,0.0,71.4,60.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,4.0,33.3,100.0,100.0,0.0,75.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,9.0,20.0,100.0,0.0,0.0,44.4,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,2.0,4.0,2.0,0.0,12.0,2.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,29.0,42.0,6.0,7.0,5.0,38.0,40.0,31.0,32.0,19.0,12.0,13.0,2.0,2.0,2.0,21.0,24.0,4.0,3.0,10.0,57.1,54.2,50.0,66.7,20.0,3.0,9.0,2.0,2.0,0.0,6.0,10.0,2.0,4.0,0.0,50.0,90.0,100.0,50.0,0.0,2.0,7.0,0.0,1.0,1.0,5.0,12.0,0.0,2.0,5.0,40.0,58.3,0.0,50.0,20.0,2.0,2.0,6.0,0.0,0.0,8.0,4.0,3.0,7.0,1.0,10.0,6.0,9.0,7.0,1.0,8.0,8.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,11.0,8.0,6.0,3.0
119.0,106.0,38,0,0.7,0.5652173913043478,23,2.0,11.0,12.0,0.0,9.0,7.0,19.0,28.0,11.0,27.0,1.0,4.0,6.0,0.0,4.0,4.0,10.0,9.0,2.0,13.0,25.0,40.0,66.7,0.0,30.8,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,6.0,0.0,25.0,0.0,0.0,16.7,1.0,2.0,4.0,0.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,3.0,12.0,1.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,8.0,5.0,0.0,-3.0,-4.0,10.0,20.0,22.0,17.0,4.0,19.0,35.0,37.0,31.0,16.0,3.0,8.0,9.0,7.0,1.0,6.0,15.0,21.0,11.0,3.0,50.0,53.3,42.9,63.6,33.3,3.0,3.0,1.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,75.0,100.0,100.0,0.0,66.7,1.0,1.0,3.0,3.0,0.0,3.0,4.0,8.0,4.0,0.0,33.3,25.0,37.5,75.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,8.0,5.0,5.0,6.0,1.0,10.0,5.0,8.0,8.0,1.0,9.0,8.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,15.0,15.0,11.0,7.0
122.0,146.0,21,0,0.6,0.5416666666666666,24,9.0,35.0,28.0,18.0,14.0,34.0,34.0,34.0,33.0,26.0,4.0,15.0,8.0,6.0,6.0,8.0,22.0,13.0,11.0,12.0,50.0,68.2,61.5,54.5,50.0,0.0,4.0,7.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,44.4,87.5,0.0,0.0,1.0,1.0,5.0,6.0,2.0,4.0,1.0,7.0,10.0,3.0,25.0,100.0,71.4,60.0,66.7,2.0,3.0,1.0,0.0,2.0,6.0,5.0,2.0,3.0,2.0,8.0,8.0,3.0,3.0,4.0,3.0,10.0,7.0,0.0,7.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,28.0,19.0,17.0,16.0,11.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-3.0,-4.0,-4.0,-4.0
123.0,133.0,2,0,0.5,0.52,25,30.0,17.0,25.0,21.0,14.0,32.0,27.0,39.0,29.0,27.0,10.0,7.0,8.0,7.0,5.0,16.0,13.0,18.0,13.0,8.0,62.5,53.8,44.4,53.8,62.5,4.0,1.0,6.0,4.0,1.0,4.0,1.0,8.0,4.0,1.0,100.0,100.0,75.0,100.0,100.0,6.0,2.0,3.0,3.0,3.0,10.0,5.0,9.0,6.0,6.0,60.0,40.0,33.3,50.0,50.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,2.0,8.0,3.0,0.0,6.0,3.0,10.0,3.0,4.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,21.0,18.0,17.0,13.0,9.0,17.0,13.0,5.0,6.0,23.0,25.0,19.0,29.0,27.0,31.0,4.0,5.0,2.0,2.0,9.0,10.0,10.0,4.0,4.0,16.0,40.0,50.0,50.0,50.0,56.3,6.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,0.0,4.0,100.0,0.0,50.0,0.0,75.0,3.0,3.0,0.0,2.0,2.0,8.0,7.0,0.0,3.0,5.0,37.5,42.9,0.0,66.7,40.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,12.0,5.0,2.0,0.0,1.0,16.0,6.0,3.0,1.0,2.0,4.0,7.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,12.0,9.0,5.0,-12.0
